,instance_indexinmglist,study_instance_indexinmglist
451001,1914969_2,88210_1914969_2
451002,1914976_0,88210_1914976_0
451032,1914904_0,88211_1914904_0
451033,1914924_1,88211_1914924_1
451034,1914904_2,88211_1914904_2
451041,1914924_0,88211_1914924_0
451053,1914921_0,88211_1914921_0
451054,1914900_0,88211_1914900_0
451087,1915175_1,88226_1915175_1
451088,1915160_1,88226_1915160_1
451091,1915175_0,88226_1915175_0
451092,1915160_0,88226_1915160_0
451119,1915159_0,88226_1915159_0
451120,1915176_0,88226_1915176_0
451133,1915219_0,88228_1915219_0
451137,1915219_1,88228_1915219_1
451171,1915266_1,88230_1915266_1
451172,1915248_1,88230_1915248_1
451179,1915266_0,88230_1915266_0
451180,1915248_0,88230_1915248_0
451188,1915248_2,88230_1915248_2
451208,1915281_0,88231_1915281_0
451212,1915281_1,88231_1915281_1
451248,1915360_0,88234_1915360_0
451252,1915360_1,88234_1915360_1
451284,1915390_0,88234_1915390_0
451288,1915390_1,88234_1915390_1
451292,1915390_2,88234_1915390_2
451295,1915361_0,88234_1915361_0
451306,1915408_0,88235_1915408_0
451310,1915408_1,88235_1915408_1
451320,1915413_0,88235_1915413_0
451370,1915558_0,88241_1915558_0
451374,1915558_1,88241_1915558_1
451378,1915558_2,88241_1915558_2
451391,1915570_0,88241_1915570_0
451395,1915570_1,88241_1915570_1
451418,1915613_0,88243_1915613_0
451422,1915613_1,88243_1915613_1
451426,1915618_0,88243_1915618_0
451430,1915618_1,88243_1915618_1
451434,1915618_2,88243_1915618_2
451435,1915615_0,88243_1915615_0
451461,1915724_0,88246_1915724_0
451465,1915724_1,88246_1915724_1
451478,1915752_0,88247_1915752_0
451482,1915752_1,88247_1915752_1
451496,1915773_0,88249_1915773_0
451498,1915774_0,88249_1915774_0
451502,1915774_1,88249_1915774_1
451524,1915786_0,88249_1915786_0
451528,1915786_1,88249_1915786_1
451532,1915785_0,88249_1915785_0
451537,1915799_0,88250_1915799_0
451541,1915799_1,88250_1915799_1
451571,1915856_0,88252_1915856_0
451575,1915856_1,88252_1915856_1
451593,1915877_0,88252_1915877_0
451597,1915877_1,88252_1915877_1
451607,1915911_0,88253_1915911_0
451611,1915911_1,88253_1915911_1
451615,1915911_2,88253_1915911_2
451621,-1_-1,88254_-1_-1
451623,1915960_0,88254_1915960_0
451629,1915960_1,88254_1915960_1
451667,1916006_0,88256_1916006_0
451671,1916006_1,88256_1916006_1
451675,1916006_2,88256_1916006_2
451728,1916213_0,88262_1916213_0
451729,1916208_0,88262_1916208_0
451730,1916213_1,88262_1916213_1
451731,1916208_1,88262_1916208_1
451775,1916171_2,88262_1916171_2
451776,1916211_0,88262_1916211_0
451845,1916346_1,88270_1916346_1
451855,1916363_0,88270_1916363_0
451856,1916346_0,88270_1916346_0
451857,1916363_1,88270_1916363_1
451892,1916408_0,88271_1916408_0
451896,1916408_1,88271_1916408_1
451905,1916502_0,88274_1916502_0
451909,1916502_1,88274_1916502_1
451932,1916511_0,88274_1916511_0
451955,1916537_0,88275_1916537_0
451959,1916537_1,88275_1916537_1
451963,1916536_0,88275_1916536_0
451982,1916551_0,88275_1916551_0
451986,1916551_1,88275_1916551_1
451990,1916551_2,88275_1916551_2
451998,1916801_0,88280_1916801_0
452002,1916801_1,88280_1916801_1
452012,1916788_0,88280_1916788_0
452013,1916850_0,88280_1916850_0
452049,1916732_0,88282_1916732_0
452050,1916733_0,88282_1916733_0
452057,1916732_1,88282_1916732_1
452058,1916733_1,88282_1916733_1
452065,1916732_2,88282_1916732_2
452066,1916720_0,88282_1916720_0
452070,1916720_1,88282_1916720_1
452074,1916720_2,88282_1916720_2
452106,1916869_0,88286_1916869_0
452108,1916870_0,88286_1916870_0
452112,1916870_1,88286_1916870_1
452179,1916943_0,88287_1916943_0
452180,1916982_0,88287_1916982_0
452187,1916943_1,88287_1916943_1
452188,1916982_1,88287_1916982_1
452195,1916943_2,88287_1916943_2
452197,1916967_0,88287_1916967_0
452201,1916967_1,88287_1916967_1
452205,1916967_2,88287_1916967_2
452217,1916971_0,88288_1916971_0
452218,1916949_0,88288_1916949_0
452219,1916971_1,88288_1916971_1
452220,1916949_1,88288_1916949_1
452233,1916947_0,88288_1916947_0
452254,1916970_0,88288_1916970_0
452274,1917002_0,88289_1917002_0
452278,1917002_1,88289_1917002_1
452282,1916995_0,88289_1916995_0
452283,1917007_0,88289_1917007_0
452284,1917095_0,88291_1917095_0
452288,1917095_1,88291_1917095_1
452292,1917095_2,88291_1917095_2
452293,1917097_0,88291_1917097_0
452297,1917097_1,88291_1917097_1
452333,1917066_0,88292_1917066_0
452334,1917066_1,88292_1917066_1
452345,1917066_2,88292_1917066_2
452390,1917266_0,88298_1917266_0
452391,1917266_1,88298_1917266_1
452406,1917266_2,88298_1917266_2
452415,1917257_0,88298_1917257_0
452426,1917322_0,88299_1917322_0
452430,1917322_1,88299_1917322_1
452434,1917342_0,88299_1917342_0
452438,1917342_1,88299_1917342_1
452442,1917342_2,88299_1917342_2
452480,1917305_0,88300_1917305_0
452481,-1_-1,88300_-1_-1
452482,1917301_1,88300_1917301_1
452483,1917305_1,88300_1917305_1
452495,1917301_0,88300_1917301_0
452497,1917305_2,88300_1917305_2
452524,1917339_0,88301_1917339_0
452570,1917576_0,88311_1917576_0
452574,1917576_1,88311_1917576_1
452578,1917576_2,88311_1917576_2
452579,1917578_0,88311_1917578_0
452608,1917831_0,88315_1917831_0
452609,1917749_0,88315_1917749_0
452610,1917831_1,88315_1917831_1
452611,1917749_1,88315_1917749_1
452630,1917831_2,88315_1917831_2
452631,1917749_2,88315_1917749_2
452672,1917774_0,88317_1917774_0
452676,1917774_1,88317_1917774_1
452699,1917787_0,88319_1917787_0
452703,1917787_1,88319_1917787_1
452707,1917787_2,88319_1917787_2
452729,1917818_0,88319_1917818_0
452733,1917818_1,88319_1917818_1
452737,1917818_2,88319_1917818_2
452755,1917858_0,88320_1917858_0
452759,1917858_1,88320_1917858_1
452763,1917858_2,88320_1917858_2
452764,1917860_0,88320_1917860_0
452768,1917860_1,88320_1917860_1
452772,1917860_2,88320_1917860_2
452819,1917942_0,88323_1917942_0
452821,1917939_0,88323_1917939_0
452825,1917939_1,88323_1917939_1
452833,1917987_0,88323_1917987_0
452853,1918008_0,88325_1918008_0
452857,1918008_1,88325_1918008_1
452874,1918008_3,88325_1918008_3
452889,1918029_0,88326_1918029_0
452965,1918250_0,88331_1918250_0
452969,1918250_1,88331_1918250_1
452973,1918250_2,88331_1918250_2
452974,1918189_0,88331_1918189_0
452978,1918189_1,88331_1918189_1
452982,1918189_2,88331_1918189_2
452998,1918263_0,88332_1918263_0
453002,1918263_1,88332_1918263_1
453006,1918263_2,88332_1918263_2
453007,1918267_0,88332_1918267_0
453011,1918267_1,88332_1918267_1
453015,1918267_2,88332_1918267_2
453038,1918288_0,88334_1918288_0
453042,1918288_1,88334_1918288_1
453064,1918444_0,88340_1918444_0
453088,1918473_0,88342_1918473_0
453092,1918473_1,88342_1918473_1
453109,1918484_0,88342_1918484_0
453113,1918484_1,88342_1918484_1
453117,1918472_0,88342_1918472_0
453119,1918484_2,88342_1918484_2
453162,1918574_0,88345_1918574_0
453166,1918574_1,88345_1918574_1
453170,1918574_2,88345_1918574_2
453174,1918610_0,88345_1918610_0
453178,1918610_1,88345_1918610_1
453182,1918610_2,88345_1918610_2
453241,1918743_2,88351_1918743_2
453245,1918743_3,88351_1918743_3
453249,1918743_4,88351_1918743_4
453275,1918767_0,88351_1918767_0
453279,1918767_1,88351_1918767_1
453283,1918767_2,88351_1918767_2
453292,1918808_0,88353_1918808_0
453328,1918938_0,88361_1918938_0
453332,1918938_1,88361_1918938_1
453336,1918957_0,88361_1918957_0
453339,1918996_0,88361_1918996_0
453343,1918996_1,88361_1918996_1
453347,1918996_2,88361_1918996_2
453378,1919032_0,88365_1919032_0
453382,1919032_1,88365_1919032_1
453386,1919032_2,88365_1919032_2
453403,1919044_0,88365_1919044_0
453419,1919113_1,88368_1919113_1
453439,1919168_0,88369_1919168_0
453440,1919169_0,88369_1919169_0
453441,1919169_1,88369_1919169_1
453451,1919168_1,88369_1919168_1
453455,1919168_2,88369_1919168_2
453456,1919169_2,88369_1919169_2
453469,1919185_0,88369_1919185_0
453473,1919185_1,88369_1919185_1
453478,1919185_3,88369_1919185_3
453526,1919305_2,88373_1919305_2
453532,1919320_0,88373_1919320_0
453533,1919305_0,88373_1919305_0
453534,1919320_1,88373_1919320_1
453546,1919320_2,88373_1919320_2
453547,1919305_3,88373_1919305_3
453581,1919344_0,88374_1919344_0
453582,1919344_2,88374_1919344_2
453592,1919344_3,88374_1919344_3
453599,1919359_0,88374_1919359_0
453620,1919392_0,88375_1919392_0
453625,1919392_2,88375_1919392_2
453629,1919392_3,88375_1919392_3
453660,1919406_0,88375_1919406_0
453664,1919406_1,88375_1919406_1
453668,1919406_2,88375_1919406_2
453687,1919435_0,88376_1919435_0
453692,1919435_2,88376_1919435_2
453696,1919435_3,88376_1919435_3
453715,1919451_0,88376_1919451_0
453719,1919451_1,88376_1919451_1
453723,1919451_2,88376_1919451_2
453741,1919487_0,88377_1919487_0
453742,1919488_1,88377_1919488_1
453743,1919487_2,88377_1919487_2
453750,1919488_0,88377_1919488_0
453757,1919488_2,88377_1919488_2
453758,1919487_3,88377_1919487_3
453788,1919512_0,88378_1919512_0
453795,1919526_0,88378_1919526_0
453796,1919512_2,88378_1919512_2
453797,1919526_1,88378_1919526_1
453809,1919526_2,88378_1919526_2
453810,1919512_1,88378_1919512_1
453845,1919556_2,88379_1919556_2
453851,1919572_0,88379_1919572_0
453852,1919556_0,88379_1919556_0
453853,1919572_1,88379_1919572_1
453865,1919572_2,88379_1919572_2
453866,1919556_3,88379_1919556_3
453902,1919668_0,88382_1919668_0
453903,1919664_0,88382_1919664_0
453904,1919668_1,88382_1919668_1
453905,1919664_1,88382_1919664_1
453918,1919668_2,88382_1919668_2
453951,1919705_0,88383_1919705_0
453952,1919688_0,88383_1919688_0
453953,1919705_1,88383_1919705_1
453954,1919688_2,88383_1919688_2
454000,1919731_2,88384_1919731_2
454006,1919747_0,88384_1919747_0
454007,1919731_1,88384_1919731_1
454008,1919747_1,88384_1919747_1
454020,1919747_2,88384_1919747_2
454021,1919731_3,88384_1919731_3
454088,1919833_2,88386_1919833_2
454094,1919840_0,88386_1919840_0
454095,1919833_0,88386_1919833_0
454096,1919840_1,88386_1919840_1
454108,1919840_2,88386_1919840_2
454109,1919833_3,88386_1919833_3
454179,1919920_1,88388_1919920_1
454180,1919915_2,88388_1919915_2
454186,1919920_0,88388_1919920_0
454187,1919915_0,88388_1919915_0
454200,1919920_2,88388_1919920_2
454201,1919915_3,88388_1919915_3
454225,1919958_0,88389_1919958_0
454230,1919958_2,88389_1919958_2
454234,1919958_3,88389_1919958_3
454262,1919975_0,88389_1919975_0
454266,1919975_1,88389_1919975_1
454270,1919975_2,88389_1919975_2
454281,1920000_0,88390_1920000_0
454285,1920000_1,88390_1920000_1
454289,1920000_2,88390_1920000_2
454315,1920017_0,88390_1920017_0
454319,1920017_1,88390_1920017_1
454323,1920017_2,88390_1920017_2
454348,1920059_0,88391_1920059_0
454349,1920043_2,88391_1920043_2
454355,1920059_1,88391_1920059_1
454356,1920043_0,88391_1920043_0
454369,1920059_2,88391_1920059_2
454370,1920043_3,88391_1920043_3
454407,1920105_1,88392_1920105_1
454408,1920087_2,88392_1920087_2
454414,1920105_0,88392_1920105_0
454415,1920087_0,88392_1920087_0
454422,1920087_3,88392_1920087_3
454429,1920105_2,88392_1920105_2
454464,1920131_0,88393_1920131_0
454465,1920131_1,88393_1920131_1
454474,1920131_2,88393_1920131_2
454501,1920182_0,88394_1920182_0
454502,1920165_0,88394_1920165_0
454503,1920182_1,88394_1920182_1
454504,1920165_1,88394_1920165_1
454556,1920208_0,88395_1920208_0
454557,1920208_2,88395_1920208_2
454573,1920228_0,88395_1920228_0
454574,1920208_3,88395_1920208_3
454606,1920265_1,88396_1920265_1
454610,1920265_2,88396_1920265_2
454614,1920265_3,88396_1920265_3
454626,1920272_0,88396_1920272_0
454630,1920272_1,88396_1920272_1
454634,1920272_2,88396_1920272_2
454659,1920310_1,88397_1920310_1
454663,1920310_2,88397_1920310_2
454667,1920310_3,88397_1920310_3
454683,1920317_0,88397_1920317_0
454687,1920317_1,88397_1920317_1
454691,1920317_2,88397_1920317_2
454705,1920344_1,88398_1920344_1
454709,1920344_2,88398_1920344_2
454713,1920344_3,88398_1920344_3
454750,1920365_0,88398_1920365_0
454754,1920365_1,88398_1920365_1
454758,1920365_2,88398_1920365_2
454776,1920391_2,88399_1920391_2
454780,1920391_3,88399_1920391_3
454784,1920391_4,88399_1920391_4
454808,1920417_0,88399_1920417_0
454812,1920417_1,88399_1920417_1
454816,1920417_2,88399_1920417_2
454863,1920465_0,88400_1920465_0
454867,1920465_1,88400_1920465_1
454871,1920465_2,88400_1920465_2
454873,1920449_1,88400_1920449_1
454877,1920449_2,88400_1920449_2
454881,1920449_3,88400_1920449_3
454912,1920481_0,88401_1920481_0
454916,1920481_1,88401_1920481_1
454920,1920481_2,88401_1920481_2
454926,1920496_0,88401_1920496_0
454949,1920538_1,88402_1920538_1
454950,1920524_2,88402_1920524_2
454956,1920538_0,88402_1920538_0
454957,1920524_0,88402_1920524_0
454970,1920538_2,88402_1920538_2
454971,1920524_3,88402_1920524_3
455006,1920600_0,88403_1920600_0
455007,1920581_0,88403_1920581_0
455008,1920600_1,88403_1920600_1
455009,1920581_1,88403_1920581_1
455037,1920599_0,88403_1920599_0
455038,1920581_2,88403_1920581_2
455055,1920655_1,88404_1920655_1
455056,1920652_2,88404_1920652_2
455062,1920655_0,88404_1920655_0
455063,1920652_0,88404_1920652_0
455070,1920652_3,88404_1920652_3
455077,1920655_2,88404_1920655_2
455105,1920708_2,88405_1920708_2
455113,1920711_0,88405_1920711_0
455114,1920708_0,88405_1920708_0
455122,1920708_3,88405_1920708_3
455188,1920816_1,88407_1920816_1
455189,1920814_1,88407_1920814_1
455196,1920816_0,88407_1920816_0
455197,1920814_0,88407_1920814_0
455210,1920816_2,88407_1920816_2
455211,1920814_2,88407_1920814_2
455248,1920848_0,88408_1920848_0
455277,1920934_1,88409_1920934_1
455278,1920932_2,88409_1920932_2
455284,1920934_0,88409_1920934_0
455285,1920932_0,88409_1920932_0
455298,1920934_2,88409_1920934_2
455299,1920932_3,88409_1920932_3
455314,-1_-1,88425_-1_-1
455394,1921389_0,88427_1921389_0
455399,1921389_2,88427_1921389_2
455403,1921389_3,88427_1921389_3
455432,1921422_0,88427_1921422_0
455436,1921422_1,88427_1921422_1
455440,1921422_2,88427_1921422_2
455448,1921518_0,88429_1921518_0
455452,1921518_1,88429_1921518_1
455477,1921571_0,88431_1921571_0
455481,1921571_1,88431_1921571_1
455485,1921571_2,88431_1921571_2
455504,1921586_0,88431_1921586_0
455508,1921586_1,88431_1921586_1
455512,1921586_2,88431_1921586_2
455540,1921788_0,88439_1921788_0
455544,1921788_1,88439_1921788_1
455559,1921801_0,88439_1921801_0
455570,1921845_0,88441_1921845_0
455574,1921845_1,88441_1921845_1
455578,1921845_2,88441_1921845_2
455583,1921856_0,88441_1921856_0
455587,1921856_1,88441_1921856_1
455601,1921912_0,88443_1921912_0
455605,1921912_1,88443_1921912_1
455628,1921926_0,88443_1921926_0
455632,1921926_1,88443_1921926_1
455633,1921926_2,88443_1921926_2
455669,1922130_0,88448_1922130_0
455673,1922130_1,88448_1922130_1
455680,1922106_0,88448_1922106_0
455696,1922155_0,88449_1922155_0
455697,1922171_0,88449_1922171_0
455704,1922155_1,88449_1922155_1
455705,1922171_1,88449_1922171_1
455734,1922176_0,88449_1922176_0
455735,1922182_0,88449_1922182_0
455742,1922176_1,88449_1922176_1
455743,1922182_1,88449_1922182_1
455750,1922176_2,88449_1922176_2
455751,1922182_2,88449_1922182_2
455775,1922202_0,88450_1922202_0
455779,1922202_1,88450_1922202_1
455783,1922203_0,88450_1922203_0
455799,1922253_0,88452_1922253_0
455803,1922253_1,88452_1922253_1
455807,1922253_2,88452_1922253_2
455820,1922283_0,88452_1922283_0
455824,1922283_1,88452_1922283_1
455828,1922283_2,88452_1922283_2
455834,-1_-1,88464_-1_-1
455880,1922788_0,88472_1922788_0
455884,1922788_1,88472_1922788_1
455888,1922788_2,88472_1922788_2
455900,1922806_0,88472_1922806_0
455904,1922806_1,88472_1922806_1
455915,1922828_0,88475_1922828_0
455919,1922828_1,88475_1922828_1
455923,1922828_2,88475_1922828_2
455930,1922845_0,88475_1922845_0
455945,1923014_0,88491_1923014_0
455949,1923014_1,88491_1923014_1
455953,1923014_2,88491_1923014_2
455966,-1_-1,88492_-1_-1
456016,1923239_0,88499_1923239_0
456020,1923239_1,88499_1923239_1
456033,-1_-1,88500_-1_-1
456075,1923472_0,88505_1923472_0
456127,1923611_0,88513_1923611_0
456131,1923611_1,88513_1923611_1
456135,1923611_2,88513_1923611_2
456176,1923700_0,88517_1923700_0
456180,1923700_1,88517_1923700_1
456184,1923699_0,88517_1923699_0
456228,1923758_1,88519_1923758_1
456229,1923758_3,88519_1923758_3
456236,1923758_2,88519_1923758_2
456282,1923902_1,88520_1923902_1
456283,1923807_1,88520_1923807_1
456292,1923902_0,88520_1923902_0
456293,1923807_0,88520_1923807_0
456303,1923901_0,88520_1923901_0
456304,1923801_0,88520_1923801_0
456329,1923796_0,88521_1923796_0
456383,1923871_0,88522_1923871_0
456384,1923846_0,88522_1923846_0
456385,1923871_1,88522_1923871_1
456386,1923846_2,88522_1923846_2
456399,1923867_0,88522_1923867_0
456400,1923845_0,88522_1923845_0
456434,1923985_0,88523_1923985_0
456438,1923985_1,88523_1923985_1
456445,1924022_0,88523_1924022_0
456449,1924022_1,88523_1924022_1
456453,1924022_2,88523_1924022_2
456471,1924053_1,88523_1924053_1
456477,1923983_0,88526_1923983_0
456515,1924283_1,88529_1924283_1
456519,1924282_0,88529_1924282_0
456520,1924283_2,88529_1924283_2
456527,1924283_0,88529_1924283_0
456534,1924289_0,88529_1924289_0
456538,1924289_1,88529_1924289_1
456542,1924289_2,88529_1924289_2
456543,1924130_0,88530_1924130_0
456568,1924151_0,88531_1924151_0
456596,1924184_0,88532_1924184_0
456600,1924184_1,88532_1924184_1
456612,1924202_0,88533_1924202_0
456626,1924242_0,88535_1924242_0
456666,1924318_0,88537_1924318_0
456684,1924388_1,88539_1924388_1
456685,1924380_2,88539_1924380_2
456691,1924388_0,88539_1924388_0
456692,1924380_0,88539_1924380_0
456703,1924388_2,88539_1924388_2
456704,1924380_3,88539_1924380_3
456744,1924465_0,88542_1924465_0
456767,1924490_0,88543_1924490_0
456771,1924490_1,88543_1924490_1
456775,1924490_2,88543_1924490_2
456776,1924532_0,88543_1924532_0
456780,1924532_1,88543_1924532_1
456784,1924532_2,88543_1924532_2
456837,1924587_0,88546_1924587_0
456854,1924648_0,88548_1924648_0
456869,1924710_0,88548_1924710_0
456873,1924710_1,88548_1924710_1
456877,1924710_2,88548_1924710_2
456878,1924741_0,88548_1924741_0
456882,1924741_1,88548_1924741_1
456908,1924699_1,88549_1924699_1
456909,1924661_2,88549_1924661_2
456915,1924699_0,88549_1924699_0
456916,1924661_0,88549_1924661_0
456927,1924699_2,88549_1924699_2
456928,1924661_3,88549_1924661_3
456968,1924722_0,88550_1924722_0
457004,1924788_0,88551_1924788_0
457005,1924788_1,88551_1924788_1
457016,1924828_0,88551_1924828_0
457017,1924786_0,88551_1924786_0
457038,1924887_0,88554_1924887_0
457039,1924888_0,88554_1924888_0
457057,1924903_0,88554_1924903_0
457058,1924885_0,88554_1924885_0
457070,1924937_0,88555_1924937_0
457078,1924937_1,88555_1924937_1
457083,1924947_0,88555_1924947_0
457093,1924982_0,88556_1924982_0
457097,1924982_1,88556_1924982_1
457101,1924982_2,88556_1924982_2
457133,1925028_0,88558_1925028_0
457157,1925086_0,88560_1925086_0
457158,1925085_2,88560_1925085_2
457160,1925121_0,88560_1925121_0
457161,1925121_2,88560_1925121_2
457172,1925121_1,88560_1925121_1
457173,1925085_0,88560_1925085_0
457190,1925085_3,88560_1925085_3
457194,1925121_3,88560_1925121_3
457215,1925180_0,88563_1925180_0
457240,1925283_0,88568_1925283_0
457263,1925397_0,88574_1925397_0
457267,1925397_1,88574_1925397_1
457271,1925398_0,88574_1925398_0
457279,1925400_0,88574_1925400_0
457325,1925453_0,88575_1925453_0
457329,1925453_1,88575_1925453_1
457333,1925453_2,88575_1925453_2
457334,1925438_0,88575_1925438_0
457338,1925438_1,88575_1925438_1
457342,1925438_2,88575_1925438_2
457355,1925478_1,88576_1925478_1
457357,1925478_0,88576_1925478_0
457368,1925484_0,88576_1925484_0
457369,1925480_0,88576_1925480_0
457377,1925666_0,88582_1925666_0
457397,1925515_1,88577_1925515_1
457398,1925515_2,88577_1925515_2
457402,1925515_0,88577_1925515_0
457434,1925553_0,88578_1925553_0
457438,1925553_1,88578_1925553_1
457442,1925553_2,88578_1925553_2
457443,1925556_0,88578_1925556_0
457473,1925603_0,88580_1925603_0
457474,1925603_1,88580_1925603_1
457478,1925603_2,88580_1925603_2
457528,1925685_0,88582_1925685_0
